# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.328599844593554735e-05 1.030183553695678711e+00 4.328779876232147217e-03 7.371340179815888405e-04 4.126287531107664108e-03 9.328599844593554735e-05 1.030183553695678711e+00 4.328779876232147217e-03 7.371340179815888405e-04 4.126287531107664108e-03
1.000000000000000000e+03 8.950069604907184839e-05 7.206732989288866520e-04 4.658629404730163515e-05 1.185447163879871368e-02 3.147358074784278870e-05 8.950069604907184839e-05 7.206732989288866520e-04 4.658629404730163515e-05 1.185447163879871368e-02 3.147358074784278870e-05
2.000000000000000000e+03 1.242291764356195927e-04 3.001572622451931238e-04 5.664371201419271529e-05 1.090606488287448883e-02 7.797939906595274806e-05 1.242291764356195927e-04 3.001572622451931238e-04 5.664371201419271529e-05 1.090606488287448883e-02 7.797939906595274806e-05
3.000000000000000000e+03 3.532044938765466213e-04 4.263581649865955114e-04 2.933480427600443363e-04 6.913921795785427094e-03 3.089408855885267258e-04 3.532044938765466213e-04 4.263581649865955114e-04 2.933480427600443363e-04 6.913921795785427094e-03 3.089408855885267258e-04
4.000000000000000000e+03 4.744246543850749731e-04 3.109281242359429598e-04 1.055359607562422752e-03 3.671548096463084221e-03 2.802678791340440512e-04 4.744246543850749731e-04 3.109281242359429598e-04 1.055359607562422752e-03 3.671548096463084221e-03 2.802678791340440512e-04
5.000000000000000000e+03 4.137602518312633038e-04 1.707752817310392857e-04 1.161750056780874729e-03 3.074243431910872459e-03 2.395540504949167371e-04 4.137602518312633038e-04 1.707752817310392857e-04 1.161750056780874729e-03 3.074243431910872459e-03 2.395540504949167371e-04
6.000000000000000000e+03 3.642507945187389851e-04 1.289611973334103823e-04 1.152208424173295498e-03 2.926831599324941635e-03 2.300083724549040198e-04 3.642507945187389851e-04 1.289611973334103823e-04 1.152208424173295498e-03 2.926831599324941635e-03 2.300083724549040198e-04
7.000000000000000000e+03 3.531995171215385199e-04 1.052764491760171950e-04 1.109260600060224533e-03 2.829889766871929169e-03 2.125521714333444834e-04 3.531995171215385199e-04 1.052764491760171950e-04 1.109260600060224533e-03 2.829889766871929169e-03 2.125521714333444834e-04
8.000000000000000000e+03 3.549581451807171106e-04 8.965060987975448370e-05 1.051504630595445633e-03 2.723169745877385139e-03 2.091929054586216807e-04 3.549581451807171106e-04 8.965060987975448370e-05 1.051504630595445633e-03 2.723169745877385139e-03 2.091929054586216807e-04
9.000000000000000000e+03 3.578803443815559149e-04 8.680049359099939466e-05 9.859604761004447937e-04 2.626562025398015976e-03 2.183429314754903316e-04 3.578803443815559149e-04 8.680049359099939466e-05 9.859604761004447937e-04 2.626562025398015976e-03 2.183429314754903316e-04
1.000000000000000000e+04 3.500973398331552744e-04 8.944024739321321249e-05 9.191668359562754631e-04 2.556152641773223877e-03 2.281751949340105057e-04 3.500973398331552744e-04 8.944024739321321249e-05 9.191668359562754631e-04 2.556152641773223877e-03 2.281751949340105057e-04
