# x
8.000000000000000000e+00 2.000000000000000000e+02
8.000000000000000000e+00 9.600000000000000000e+01
0.000000000000000000e+00 1.040000000000000000e+02
8.000000000000000000e+00 4.400000000000000000e+01
0.000000000000000000e+00 1.560000000000000000e+02
8.000000000000000000e+00 1.480000000000000000e+02
0.000000000000000000e+00 5.200000000000000000e+01
8.000000000000000000e+00 1.800000000000000000e+01
0.000000000000000000e+00 1.820000000000000000e+02
8.000000000000000000e+00 1.220000000000000000e+02
0.000000000000000000e+00 7.800000000000000000e+01
8.000000000000000000e+00 7.000000000000000000e+01
0.000000000000000000e+00 1.300000000000000000e+02
8.000000000000000000e+00 1.740000000000000000e+02
0.000000000000000000e+00 2.600000000000000000e+01
8.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 1.950000000000000000e+02
8.000000000000000000e+00 1.090000000000000000e+02
0.000000000000000000e+00 9.100000000000000000e+01
8.000000000000000000e+00 5.700000000000000000e+01
0.000000000000000000e+00 1.430000000000000000e+02
8.000000000000000000e+00 1.610000000000000000e+02
0.000000000000000000e+00 3.900000000000000000e+01
8.000000000000000000e+00 3.100000000000000000e+01
0.000000000000000000e+00 1.690000000000000000e+02
8.000000000000000000e+00 1.350000000000000000e+02
0.000000000000000000e+00 6.500000000000000000e+01
8.000000000000000000e+00 8.300000000000000000e+01
0.000000000000000000e+00 1.170000000000000000e+02
8.000000000000000000e+00 1.870000000000000000e+02
0.000000000000000000e+00 1.300000000000000000e+01
6.500000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+00 2.000000000000000000e+02
8.000000000000000000e+00 1.025000000000000000e+02
0.000000000000000000e+00 9.750000000000000000e+01
8.000000000000000000e+00 5.050000000000000000e+01
0.000000000000000000e+00 1.495000000000000000e+02
8.000000000000000000e+00 1.545000000000000000e+02
0.000000000000000000e+00 4.550000000000000000e+01
8.000000000000000000e+00 2.450000000000000000e+01
0.000000000000000000e+00 1.755000000000000000e+02
8.000000000000000000e+00 1.285000000000000000e+02
0.000000000000000000e+00 7.150000000000000000e+01
8.000000000000000000e+00 7.650000000000000000e+01
0.000000000000000000e+00 1.235000000000000000e+02
8.000000000000000000e+00 1.805000000000000000e+02
0.000000000000000000e+00 1.950000000000000000e+01
8.000000000000000000e+00 1.150000000000000000e+01
0.000000000000000000e+00 1.885000000000000000e+02
8.000000000000000000e+00 1.155000000000000000e+02
0.000000000000000000e+00 8.450000000000000000e+01
8.000000000000000000e+00 6.350000000000000000e+01
0.000000000000000000e+00 1.365000000000000000e+02
8.000000000000000000e+00 1.675000000000000000e+02
0.000000000000000000e+00 3.250000000000000000e+01
8.000000000000000000e+00 3.750000000000000000e+01
0.000000000000000000e+00 1.625000000000000000e+02
8.000000000000000000e+00 1.415000000000000000e+02
0.000000000000000000e+00 5.850000000000000000e+01
8.000000000000000000e+00 8.950000000000000000e+01
0.000000000000000000e+00 1.105000000000000000e+02
8.000000000000000000e+00 1.935000000000000000e+02
0.000000000000000000e+00 6.500000000000000000e+00
3.250000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+00 2.000000000000000000e+02
8.000000000000000000e+00 9.600000000000000000e+01
0.000000000000000000e+00 1.040000000000000000e+02
8.000000000000000000e+00 4.400000000000000000e+01
0.000000000000000000e+00 1.560000000000000000e+02
8.000000000000000000e+00 1.480000000000000000e+02
0.000000000000000000e+00 5.200000000000000000e+01
8.000000000000000000e+00 1.800000000000000000e+01
0.000000000000000000e+00 1.820000000000000000e+02
8.000000000000000000e+00 1.220000000000000000e+02
0.000000000000000000e+00 7.800000000000000000e+01
8.000000000000000000e+00 7.000000000000000000e+01
0.000000000000000000e+00 1.300000000000000000e+02
8.000000000000000000e+00 1.740000000000000000e+02
0.000000000000000000e+00 2.600000000000000000e+01
8.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 1.950000000000000000e+02
8.000000000000000000e+00 1.090000000000000000e+02
0.000000000000000000e+00 9.100000000000000000e+01
8.000000000000000000e+00 5.700000000000000000e+01
0.000000000000000000e+00 1.430000000000000000e+02
8.000000000000000000e+00 1.610000000000000000e+02
0.000000000000000000e+00 3.900000000000000000e+01
8.000000000000000000e+00 3.100000000000000000e+01
0.000000000000000000e+00 1.690000000000000000e+02
8.000000000000000000e+00 1.350000000000000000e+02
0.000000000000000000e+00 6.500000000000000000e+01
8.000000000000000000e+00 8.300000000000000000e+01
0.000000000000000000e+00 1.170000000000000000e+02
8.000000000000000000e+00 1.870000000000000000e+02
0.000000000000000000e+00 1.300000000000000000e+01
6.500000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+00 2.000000000000000000e+02
8.000000000000000000e+00 1.025000000000000000e+02
0.000000000000000000e+00 9.750000000000000000e+01
8.000000000000000000e+00 5.050000000000000000e+01
0.000000000000000000e+00 1.495000000000000000e+02
8.000000000000000000e+00 1.545000000000000000e+02
0.000000000000000000e+00 4.550000000000000000e+01
8.000000000000000000e+00 2.450000000000000000e+01
0.000000000000000000e+00 1.755000000000000000e+02
8.000000000000000000e+00 1.285000000000000000e+02
0.000000000000000000e+00 7.150000000000000000e+01
8.000000000000000000e+00 7.650000000000000000e+01
0.000000000000000000e+00 1.235000000000000000e+02
8.000000000000000000e+00 1.805000000000000000e+02
0.000000000000000000e+00 1.950000000000000000e+01
8.000000000000000000e+00 1.150000000000000000e+01
0.000000000000000000e+00 1.885000000000000000e+02
8.000000000000000000e+00 1.155000000000000000e+02
0.000000000000000000e+00 8.450000000000000000e+01
8.000000000000000000e+00 6.350000000000000000e+01
0.000000000000000000e+00 1.365000000000000000e+02
8.000000000000000000e+00 1.675000000000000000e+02
0.000000000000000000e+00 3.250000000000000000e+01
8.000000000000000000e+00 3.750000000000000000e+01
0.000000000000000000e+00 1.625000000000000000e+02
8.000000000000000000e+00 1.415000000000000000e+02
0.000000000000000000e+00 5.850000000000000000e+01
8.000000000000000000e+00 8.950000000000000000e+01
0.000000000000000000e+00 1.105000000000000000e+02
8.000000000000000000e+00 1.935000000000000000e+02
0.000000000000000000e+00 6.500000000000000000e+00
3.250000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+00 2.000000000000000000e+02
8.000000000000000000e+00 9.600000000000000000e+01
8.000000000000000000e+00 4.400000000000000000e+01
8.000000000000000000e+00 1.480000000000000000e+02
8.000000000000000000e+00 1.800000000000000000e+01
8.000000000000000000e+00 1.220000000000000000e+02
8.000000000000000000e+00 7.000000000000000000e+01
8.000000000000000000e+00 1.740000000000000000e+02
8.000000000000000000e+00 5.000000000000000000e+00
8.000000000000000000e+00 1.090000000000000000e+02
8.000000000000000000e+00 5.700000000000000000e+01
8.000000000000000000e+00 1.610000000000000000e+02
8.000000000000000000e+00 3.100000000000000000e+01
8.000000000000000000e+00 1.350000000000000000e+02
8.000000000000000000e+00 8.300000000000000000e+01
8.000000000000000000e+00 1.870000000000000000e+02
6.500000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+00 2.000000000000000000e+02
8.000000000000000000e+00 1.025000000000000000e+02
8.000000000000000000e+00 5.050000000000000000e+01
8.000000000000000000e+00 1.545000000000000000e+02
8.000000000000000000e+00 2.450000000000000000e+01
8.000000000000000000e+00 1.285000000000000000e+02
8.000000000000000000e+00 7.650000000000000000e+01
8.000000000000000000e+00 1.805000000000000000e+02
8.000000000000000000e+00 1.150000000000000000e+01
8.000000000000000000e+00 1.155000000000000000e+02
8.000000000000000000e+00 6.350000000000000000e+01
8.000000000000000000e+00 1.675000000000000000e+02
8.000000000000000000e+00 3.750000000000000000e+01
8.000000000000000000e+00 1.415000000000000000e+02
8.000000000000000000e+00 8.950000000000000000e+01
8.000000000000000000e+00 1.935000000000000000e+02
3.250000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+00 2.000000000000000000e+02
8.000000000000000000e+00 9.600000000000000000e+01
0.000000000000000000e+00 1.040000000000000000e+02
8.000000000000000000e+00 4.400000000000000000e+01
0.000000000000000000e+00 1.560000000000000000e+02
8.000000000000000000e+00 1.480000000000000000e+02
